rank,sku,pid,vid,variantSku,variantKey,sellPrice,sugSellPrice,weight_g,L,W,H,inv_CN_total,inv_CN_cj,inv_CN_factory,inv_US_total,variantImage
2,CJJJCWGY00032,7BFA65D8-41B6-4316-A7F4-2EB2A34CA257,FBAFC01B-F38F-4398-A417-9BCE19C57D61,CJJJCWGY00032-white-L-chargable,white-L-chargable,1.19,11.41,90.0,520,450,30,27066,0,27066,0,https://cf.cjdropshipping.com/15142464/1731579679000.png?bid=1794224492923858944
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,060B00DD-C756-41AD-81F2-56888F2F4820,CJJJCWGY02126-Blue-L,Blue-L,0.92,6.29,58.0,180,230,40,12904,0,12904,0,https://cf.cjdropshipping.com/20200626/872416215279.jpg
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,1C0EF462-8838-480B-AC59-0A4AF42182C1,CJJJCWGY02126-Black-M,Black-M,0.78,5.33,48.0,180,230,40,13578,11,13567,6,https://cf.cjdropshipping.com/20200626/1718924536916.jpg
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,1EF8E434-799E-4863-9481-9D73CEF0FC90,CJJJCWGY02126-Blue-XS,Blue-XS,0.57,3.9,28.0,180,230,40,13682,11,13671,0,https://cf.cjdropshipping.com/20200626/872416215279.jpg
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,2406220642071606900,CJJJCWGY02126-Blue-XL,Blue-XL,0.9,6.15,60.0,180,230,40,11016,0,11016,0,https://cf.cjdropshipping.com/20200626/872416215279.jpg
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,2406220642071607100,CJJJCWGY02126-Red-XL,Red-XL,0.9,6.15,60.0,180,230,40,14181,0,14181,0,https://cf.cjdropshipping.com/20200626/838511806837.jpg
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,2512091125151638100,CJJJCWGY02126-Set-L,Set-L,5.52,37.71,304.0,250,180,80,7605,0,7605,0,https://cf.cjdropshipping.com/20200626/19693301359734.png
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,2512091125151638300,CJJJCWGY02126-Set-M,Set-M,4.68,31.97,250.0,250,180,80,5285,0,5285,0,https://cf.cjdropshipping.com/20200626/19693301359734.png
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,2512091125151638400,CJJJCWGY02126-Set-S,Set-S,3.86,26.37,189.0,250,180,80,5155,0,5155,0,https://cf.cjdropshipping.com/20200626/19693301359734.png
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,2512091125151638600,CJJJCWGY02126-Set-Xs,Set-Xs,3.44,23.5,136.0,250,180,80,8399,0,8399,0,https://cf.cjdropshipping.com/20200626/19693301359734.png
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,28F8103D-7D3E-4464-AB99-0F6E1F90DBAE,CJJJCWGY02126-Red-S,Red-S,0.63,4.31,38.0,180,230,40,14383,0,14383,12,https://cf.cjdropshipping.com/20200626/838511806837.jpg
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,2E8FB0FB-5864-46F1-9BDD-823465756F61,CJJJCWGY02126-Orange-L,Orange-L,0.92,6.29,58.0,180,230,40,11769,0,11769,9,https://cf.cjdropshipping.com/20200626/18899996785.jpg
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,36CE5F24-9CF5-4020-8490-95AF12395F50,CJJJCWGY02126-Green-M,Green-M,0.78,5.33,48.0,180,230,40,10432,0,10432,0,https://cf.cjdropshipping.com/20200626/120824377481.jpg
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,46225993-D5CF-432F-96DA-DD55CB3BDB49,CJJJCWGY02126-Orange-XS,Orange-XS,0.57,3.9,28.0,180,230,40,14059,0,14059,0,https://cf.cjdropshipping.com/20200626/18899996785.jpg
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,4857ED45-29BC-46B2-B611-4DEB8CC212A8,CJJJCWGY02126-Green-S,Green-S,0.65,4.44,38.0,180,230,40,13716,0,13716,0,https://cf.cjdropshipping.com/20200626/120824377481.jpg
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,4CFD532E-F1DE-43EA-AEB3-6C978E12DBA8,CJJJCWGY02126-Green-XS,Green-XS,0.57,3.9,28.0,180,230,40,12305,0,12305,11,https://cf.cjdropshipping.com/20200626/120824377481.jpg
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,5A5C2CC7-859F-4A82-945E-AFF6437E5B46,CJJJCWGY02126-Pink-S,Pink-S,0.65,4.44,38.0,180,230,40,12491,1,12490,0,https://cf.cjdropshipping.com/20200626/1450666173449.jpg
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,68CC02D6-B1A4-4EB9-BBDE-22FA7425C1CD,CJJJCWGY02126-Black-S,Black-S,0.65,4.44,38.0,180,230,40,13505,0,13505,7,https://cf.cjdropshipping.com/20200626/1718924536916.jpg
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,991892EB-AE11-4FBE-841D-8EF5F1A4D074,CJJJCWGY02126-Orange-S,Orange-S,0.63,4.31,38.0,180,230,40,11731,0,11731,9,https://cf.cjdropshipping.com/20200626/18899996785.jpg
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,9EC8FE61-FF4E-4DC1-82B5-E19A58ADDCD9,CJJJCWGY02126-Pink-L,Pink-L,0.92,6.29,58.0,180,230,40,14915,0,14915,0,https://cf.cjdropshipping.com/20200626/1450666173449.jpg
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,A322A589-F7E5-4D9A-9BCC-75586DB3EE2B,CJJJCWGY02126-Green-L,Green-L,0.92,6.29,58.0,180,230,40,12374,0,12374,1,https://cf.cjdropshipping.com/20200626/120824377481.jpg
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,BBE3CEEE-E00A-466A-A783-0E5EFB92AFB9,CJJJCWGY02126-Red-M,Red-M,0.78,5.33,48.0,180,230,40,10678,0,10678,0,https://cf.cjdropshipping.com/20200626/838511806837.jpg
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,C6AA537A-70D6-48E9-81AD-A7AA050B7543,CJJJCWGY02126-Red-L,Red-L,0.92,6.29,58.0,180,230,40,13227,0,13227,0,https://cf.cjdropshipping.com/20200626/838511806837.jpg
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,C8EA1CA5-BBF9-4B72-8F9C-C23F6BAC86AF,CJJJCWGY02126-Blue-M,Blue-M,0.78,5.33,48.0,180,230,40,11544,0,11544,0,https://cf.cjdropshipping.com/20200626/872416215279.jpg
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,D0D9B97A-7659-4B07-B4DD-484342EA9F71,CJJJCWGY02126-Blue-S,Blue-S,0.65,4.44,38.0,180,230,40,13715,0,13715,0,https://cf.cjdropshipping.com/20200626/872416215279.jpg
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,DB9E081F-F56C-4AE6-A646-2004187561E6,CJJJCWGY02126-Red-XS,Red-XS,0.59,4.03,28.0,180,230,40,13036,0,13036,0,https://cf.cjdropshipping.com/20200626/838511806837.jpg
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,DD449620-88DA-46F1-977F-C63381C395CC,CJJJCWGY02126-Pink-XS,Pink-XS,0.57,3.9,28.0,180,230,40,11661,4,11657,4,https://cf.cjdropshipping.com/20200626/1450666173449.jpg
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,DEA7DBE3-50E3-4F08-B04C-A102641BF459,CJJJCWGY02126-Black-L,Black-L,0.92,6.29,58.0,180,230,40,14457,0,14457,0,https://cf.cjdropshipping.com/20200626/1718924536916.jpg
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,DFC7A555-A07E-4A98-9860-2D7DCEC5728A,CJJJCWGY02126-Pink-M,Pink-M,0.78,5.33,48.0,180,230,40,11023,0,11023,0,https://cf.cjdropshipping.com/20200626/1450666173449.jpg
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,E303D885-8106-4622-8071-F20BA1E5283E,CJJJCWGY02126-Orange-M,Orange-M,0.78,5.33,48.0,180,230,40,11932,0,11932,0,https://cf.cjdropshipping.com/20200626/18899996785.jpg
3,CJJJCWGY02126,9C9F01ED-139B-473F-A920-5514E67CBB56,EE857DCA-16E6-4F8A-A184-63E002DAB4E7,CJJJCWGY02126-Black-XS,Black-XS,0.57,3.9,28.0,180,230,40,10009,1,10008,9,https://cf.cjdropshipping.com/20200626/1718924536916.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583566797414400,CJJJCWGY00418-Blue-S Charging,Blue-S Charging,1.51,13.64,85.0,180,100,30,12678,0,12678,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/6cd783e7-dae6-4391-9768-e0336ed5519c.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583566868717568,CJJJCWGY00418-Blue-M Charging,Blue-M Charging,1.51,10.32,85.0,180,100,30,12396,0,12396,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/6cd783e7-dae6-4391-9768-e0336ed5519c.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583566931632128,CJJJCWGY00418-Blue-L Charging,Blue-L Charging,1.51,10.32,85.0,180,100,30,13156,0,13156,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/6cd783e7-dae6-4391-9768-e0336ed5519c.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583566990352384,CJJJCWGY00418-Blue-XL Charging,Blue-XL Charging,1.51,10.32,85.0,180,100,30,13595,0,13595,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/6cd783e7-dae6-4391-9768-e0336ed5519c.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583567053266944,CJJJCWGY00418-Green-S Charging,Green-S Charging,1.51,10.32,85.0,180,100,30,14682,0,14682,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/1d1b16e3-06b6-4f17-8ea4-e3288e0c01fd.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583567116181504,CJJJCWGY00418-Green-M Charging,Green-M Charging,1.51,10.32,85.0,180,100,30,11337,0,11337,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/1d1b16e3-06b6-4f17-8ea4-e3288e0c01fd.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583567174901760,CJJJCWGY00418-Green-L Charging,Green-L Charging,1.51,10.32,85.0,180,100,30,11380,0,11380,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/1d1b16e3-06b6-4f17-8ea4-e3288e0c01fd.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583567233622016,CJJJCWGY00418-Green-XL Charging,Green-XL Charging,1.51,10.32,85.0,180,100,30,12176,0,12176,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/1d1b16e3-06b6-4f17-8ea4-e3288e0c01fd.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583567292342272,CJJJCWGY00418-Orange-S Charging,Orange-S Charging,1.51,10.32,85.0,180,100,30,10072,0,10072,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/306a9553-2ba0-4d96-9d2d-81872a12554d.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583567351062528,CJJJCWGY00418-Orange-M Charging,Orange-M Charging,1.51,10.32,85.0,180,100,30,13628,0,13628,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/306a9553-2ba0-4d96-9d2d-81872a12554d.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583567409782784,CJJJCWGY00418-Orange-L Charging,Orange-L Charging,1.51,10.32,85.0,180,100,30,14913,0,14913,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/306a9553-2ba0-4d96-9d2d-81872a12554d.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583567468503040,CJJJCWGY00418-Orange-XL Charging,Orange-XL Charging,1.51,10.32,85.0,180,100,30,12621,0,12621,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/306a9553-2ba0-4d96-9d2d-81872a12554d.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583567531417600,CJJJCWGY00418-Pink-S Charging,Pink-S Charging,1.51,10.32,85.0,180,100,30,14938,0,14938,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/46c833dc-bc08-4a89-bd75-63511b586cef.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583567598526464,CJJJCWGY00418-Pink-M Charging,Pink-M Charging,1.51,10.32,85.0,180,100,30,10940,0,10940,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/46c833dc-bc08-4a89-bd75-63511b586cef.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583567661441024,CJJJCWGY00418-Pink-L Charging,Pink-L Charging,1.51,10.32,85.0,180,100,30,11444,0,11444,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/46c833dc-bc08-4a89-bd75-63511b586cef.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583567732744192,CJJJCWGY00418-Pink-XL Charging,Pink-XL Charging,1.51,10.32,85.0,180,100,30,14425,1,14424,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/46c833dc-bc08-4a89-bd75-63511b586cef.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583567791464448,CJJJCWGY00418-Red-S Charging,Red-S Charging,1.51,10.32,85.0,180,100,30,13500,0,13500,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/688439db-0218-449b-ade6-fe3db0d003b8.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583567850184704,CJJJCWGY00418-Red-M Charging,Red-M Charging,1.51,10.32,85.0,180,100,30,11134,0,11134,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/688439db-0218-449b-ade6-fe3db0d003b8.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583567913099264,CJJJCWGY00418-Red-L Charging,Red-L Charging,1.51,10.32,85.0,180,100,30,11451,0,11451,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/688439db-0218-449b-ade6-fe3db0d003b8.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583567971819520,CJJJCWGY00418-Red-XL Charging,Red-XL Charging,1.51,10.32,85.0,180,100,30,12143,0,12143,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/688439db-0218-449b-ade6-fe3db0d003b8.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583568038928384,CJJJCWGY00418-White-S Charging,White-S Charging,1.51,13.58,85.0,180,100,30,13234,0,13234,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/dc253829-5277-47f0-920c-3eaa938674eb.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583568097648640,CJJJCWGY00418-White-M Charging,White-M Charging,1.51,10.32,85.0,180,100,30,11521,0,11521,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/dc253829-5277-47f0-920c-3eaa938674eb.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583568160563200,CJJJCWGY00418-White-L Charging,White-L Charging,1.51,11.61,85.0,180,100,30,13655,0,13655,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/dc253829-5277-47f0-920c-3eaa938674eb.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583568219283456,CJJJCWGY00418-White-XL Charging,White-XL Charging,1.51,10.32,85.0,180,100,30,13364,0,13364,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/dc253829-5277-47f0-920c-3eaa938674eb.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583568278003712,CJJJCWGY00418-Yellow-S Charging,Yellow-S Charging,1.51,10.32,85.0,180,100,30,12337,0,12337,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/7810dfa6-2d1b-4005-b5b6-ddb96724224d.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583568340918272,CJJJCWGY00418-Yellow-M Charging,Yellow-M Charging,1.51,10.32,85.0,180,100,30,13619,0,13619,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/7810dfa6-2d1b-4005-b5b6-ddb96724224d.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583568403832832,CJJJCWGY00418-Yellow-L Charging,Yellow-L Charging,1.51,10.32,85.0,180,100,30,12351,0,12351,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/7810dfa6-2d1b-4005-b5b6-ddb96724224d.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1777583568470941696,CJJJCWGY00418-Yellow-XL Charging,Yellow-XL Charging,1.51,10.32,85.0,180,100,30,14208,0,14208,0,https://oss-cf.cjdropshipping.com/product/2024/04/09/06/7810dfa6-2d1b-4005-b5b6-ddb96724224d.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,17B30AC9-39F2-487F-B911-5BCF10C33241,CJJJCWGY00418-Green-M,Green-M,0.83,5.67,85.0,180,100,30,13442,0,13442,0,https://cf.cjdropshipping.com/15525792/10408794679920.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,18C8857F-F881-445C-B0BD-EBAF87590888,CJJJCWGY00418-Orange-L,Orange-L,0.83,5.67,85.0,180,100,30,11952,0,11952,0,https://cf.cjdropshipping.com/15525792/322310814280.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,1E3CEFF5-D8D6-4FC1-9A45-FF8428580629,CJJJCWGY00418-Yellow-L,Yellow-L,0.83,5.67,85.0,180,100,30,10948,0,10948,0,https://cf.cjdropshipping.com/15525792/619474777920.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,210BF0FB-A871-4BA8-BDB1-79B8E6A65E9D,CJJJCWGY00418-Red-XL,Red-XL,0.83,5.67,85.0,180,100,30,14465,0,14465,0,https://cf.cjdropshipping.com/15525792/8756954776670.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,235302AC-9EF6-4180-A5B1-33768D3B0D71,CJJJCWGY00418-Green-XL,Green-XL,0.83,5.67,85.0,180,100,30,13825,0,13825,0,https://cf.cjdropshipping.com/15525792/10408794679920.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,2CB19F6B-BDB7-42FA-872D-847E0649FF92,CJJJCWGY00418-Blue-M,Blue-M,0.83,5.67,85.0,180,100,30,14439,0,14439,0,https://oss-cf.cjdropshipping.com/product/2024/03/29/02/ac5a3063-e305-4c58-8d51-56f0f0f8f579.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,3706121A-4272-45E0-ACAA-3D0AC95670C5,CJJJCWGY00418-Yellow-M,Yellow-M,0.83,5.67,85.0,180,100,30,13484,0,13484,0,https://cf.cjdropshipping.com/15525792/619474777920.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,42A97794-F2B2-455C-B02A-DDB1758908EC,CJJJCWGY00418-Yellow-S,Yellow-S,0.83,5.67,85.0,180,100,30,13437,0,13437,0,https://cf.cjdropshipping.com/15525792/619474777920.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,4D60BA2D-9F3A-4415-908A-2F0CDB01CF42,CJJJCWGY00418-White-L,White-L,0.83,5.67,85.0,180,100,30,10597,0,10597,0,https://cf.cjdropshipping.com/15525792/960343947708.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,54E9B183-489B-49B4-9476-C5986BB2F22A,CJJJCWGY00418-Orange-XL,Orange-XL,0.83,5.67,85.0,180,100,30,12971,0,12971,0,https://cf.cjdropshipping.com/15525792/322310814280.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,6274A80C-CDBA-4F07-89A7-C4D53A9D23FD,CJJJCWGY00418-Pink-L,Pink-L,0.83,5.67,85.0,180,100,30,11293,0,11293,0,https://cf.cjdropshipping.com/15525792/5438491760460.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,639F919D-B223-4D70-8D07-0CF17BC46C5D,CJJJCWGY00418-Green-S,Green-S,0.83,5.67,85.0,180,100,30,14990,0,14990,0,https://cf.cjdropshipping.com/15525792/10408794679920.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,6CDC9981-D5EA-4839-A1F2-F459E83940AE,CJJJCWGY00418-White-S,White-S,0.83,5.67,85.0,180,100,30,11270,0,11270,0,https://cf.cjdropshipping.com/15525792/960343947708.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,73A9ED91-D48A-4EA0-AB9B-B7EDA529A998,CJJJCWGY00418-Red-L,Red-L,0.83,5.67,85.0,180,100,30,12446,0,12446,0,https://cf.cjdropshipping.com/15525792/8756954776670.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,7BE66876-537D-42DE-AB82-AEE55398CB5C,CJJJCWGY00418-Yellow-XL,Yellow-XL,0.83,5.67,85.0,180,100,30,13853,0,13853,0,https://cf.cjdropshipping.com/15525792/619474777920.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,8AC33038-3C9C-4527-B0A7-6F55EE8F6151,CJJJCWGY00418-Pink-M,Pink-M,0.83,5.67,85.0,180,100,30,11559,0,11559,0,https://cf.cjdropshipping.com/15525792/5438491760460.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,8CDD6A15-EEBE-4F42-9C3B-5094D37E44EA,CJJJCWGY00418-Red-M,Red-M,0.83,5.67,85.0,180,100,30,10724,0,10724,0,https://cf.cjdropshipping.com/15525792/8756954776670.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,95FBB89F-6566-4E7F-81CE-DF34F27966D2,CJJJCWGY00418-Orange-S,Orange-S,0.83,5.67,85.0,180,100,30,13279,0,13279,0,https://cf.cjdropshipping.com/15525792/322310814280.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,9D2189A4-EEC2-4154-A577-507CD8B85F9C,CJJJCWGY00418-White-M,White-M,0.83,5.67,85.0,180,100,30,14617,0,14617,0,https://cf.cjdropshipping.com/15525792/960343947708.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,A5443236-6FAF-4D94-808A-8E81FB2726B6,CJJJCWGY00418-Pink-XL,Pink-XL,0.83,5.67,85.0,180,100,30,14741,0,14741,0,https://cf.cjdropshipping.com/15525792/5438491760460.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,A71B6C05-B790-4B11-803B-5E29C2B8A3E9,CJJJCWGY00418-Green-L,Green-L,0.83,5.67,85.0,180,100,30,12457,0,12457,0,https://cf.cjdropshipping.com/15525792/10408794679920.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,AD68D027-7432-4828-98AA-B69189A2474F,CJJJCWGY00418-Blue-XL,Blue-XL,0.83,5.67,85.0,180,100,30,11455,0,11455,0,https://oss-cf.cjdropshipping.com/product/2024/03/29/02/ac5a3063-e305-4c58-8d51-56f0f0f8f579.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,BA3B84C0-5728-4ABB-A30B-F084BD5DBA3B,CJJJCWGY00418-Blue-S,Blue-S,0.83,5.67,85.0,180,100,30,10822,0,10822,0,https://oss-cf.cjdropshipping.com/product/2024/03/29/02/ac5a3063-e305-4c58-8d51-56f0f0f8f579.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,C742AE19-89AC-4272-87B5-5CF20022D4E5,CJJJCWGY00418-Pink-S,Pink-S,0.83,5.67,85.0,180,100,30,14605,0,14605,0,https://cf.cjdropshipping.com/15525792/5438491760460.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,D3D8EB39-15C8-4F21-858A-93B8E04A7A8C,CJJJCWGY00418-Orange-M,Orange-M,0.83,5.67,85.0,180,100,30,12442,0,12442,0,https://cf.cjdropshipping.com/15525792/322310814280.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,DC130D52-579B-406A-8D29-C0A92C2D13D1,CJJJCWGY00418-Blue-L,Blue-L,0.83,5.67,85.0,180,100,30,11769,0,11769,0,https://oss-cf.cjdropshipping.com/product/2024/03/29/02/ac5a3063-e305-4c58-8d51-56f0f0f8f579.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,EF0B6450-B8F5-4239-8A5C-46526300BE4C,CJJJCWGY00418-White-XL,White-XL,0.83,5.67,85.0,180,100,30,14158,0,14158,0,https://cf.cjdropshipping.com/15525792/960343947708.jpg
4,CJJJCWGY00418,91FDF3BC-C202-4349-A495-E383C00F7521,FEEB16B7-35E8-4B97-AE11-6AC29BA1AE0E,CJJJCWGY00418-Red-S,Red-S,0.83,5.67,85.0,180,100,30,11336,0,11336,0,https://cf.cjdropshipping.com/15525792/8756954776670.jpg
5,CJJJCWGX00546,D2C89161-B5F9-4B6C-99D1-9D9E3B00A2A8,04A40241-AB98-4136-B493-9F758A239B10,CJJJCWGX00546-Green-L,Green-L,4.05,27.67,145.0,200,200,40,11882,0,11882,9,https://cf.cjdropshipping.com/20200814/363615837817.jpg
5,CJJJCWGX00546,D2C89161-B5F9-4B6C-99D1-9D9E3B00A2A8,1DB25B7F-FC34-412F-8EEB-B9BF58C3668C,CJJJCWGX00546-Green-XL,Green-XL,4.05,27.67,156.0,200,200,40,12917,0,12917,0,https://cf.cjdropshipping.com/20200814/363615837817.jpg
5,CJJJCWGX00546,D2C89161-B5F9-4B6C-99D1-9D9E3B00A2A8,2B3D3FE6-4AC4-459D-8CB2-BBBBB7D74BCC,CJJJCWGX00546-Brown-L,Brown-L,4.05,27.67,145.0,200,200,40,13737,0,13737,0,https://cf.cjdropshipping.com/20200814/36537424702.jpg
5,CJJJCWGX00546,D2C89161-B5F9-4B6C-99D1-9D9E3B00A2A8,5049FDD8-DE23-4314-A147-D623C4F04F62,CJJJCWGX00546-Black-L,Black-L,4.05,27.67,145.0,200,200,40,13063,0,13063,0,https://cf.cjdropshipping.com/20200814/70239086428451.jpg
5,CJJJCWGX00546,D2C89161-B5F9-4B6C-99D1-9D9E3B00A2A8,5581E1B3-334C-47EA-B159-89302E1EFD14,CJJJCWGX00546-Black-XL,Black-XL,3.93,26.85,156.0,200,200,40,12361,0,12361,0,https://cf.cjdropshipping.com/20200814/70239086428451.jpg
